Year,Month,Airline,Passengers_domestic,Passengers_international,Passengers_total,Flights_domestic,Flights_international,Flights_total,RPM_domestic,RPM_international,RPM_total,ASM_domestic,ASM_internationl,ASM_total,LF_domestic,LF_international,LF_total
2002,10,Delta,"7,079,446","570,431","7,649,877","60,691","4,097","64,788","5,904,082","1,997,636","7,901,718","8,332,093","2,766,881","11,098,974",70.86,72.2,71.19
2002,11,Delta,"6,612,595","502,136","7,114,731","57,316","3,822","61,138","5,471,145","1,674,572","7,145,717","7,919,522","2,505,819","10,425,340",69.08,66.83,68.54
2002,12,Delta,"7,220,998","531,834","7,752,832","58,234","3,851","62,085","6,167,157","1,714,144","7,881,300","8,127,073","2,405,204","10,532,277",75.88,71.27,74.83
2003,1,Delta,"6,256,572","501,708","6,758,280","59,177","3,822","62,999","5,401,199","1,605,825","7,007,024","8,152,502","2,363,170","10,515,672",66.25,67.95,66.63
2003,2,Delta,"5,870,602","406,908","6,277,510","51,166","3,168","54,334","4,985,764","1,256,870","6,242,634","7,127,819","1,886,963","9,014,783",69.95,66.61,69.25
2003,3,Delta,"6,962,353","491,280","7,453,633","57,904","3,619","61,523","5,926,067","1,556,456","7,482,523","8,052,021","2,202,747","10,254,768",73.6,70.66,72.97
2003,4,Delta,"6,145,813","448,587","6,594,400","51,740","3,284","55,024","5,269,285","1,373,104","6,642,389","7,380,656","1,954,703","9,335,359",71.39,70.25,71.15
2003,5,Delta,"6,330,578","482,973","6,813,551","52,123","3,320","55,443","5,455,220","1,557,675","7,012,895","7,302,481","2,022,747","9,325,228",74.7,77.01,75.2
2003,6,Delta,"6,819,044","584,526","7,403,570","53,524","3,694","57,218","6,001,880","1,930,992","7,932,872","7,415,623","2,280,425","9,696,048",80.94,84.68,81.82
2003,7,Delta,"7,186,864","631,965","7,818,829","55,080","3,885","58,965","6,428,528","2,080,484","8,509,012","7,680,255","2,448,048","10,128,303",83.7,84.99,84.01
2003,8,Delta,"6,997,110","640,776","7,637,886","55,822","4,049","59,871","6,340,679","2,106,144","8,446,823","7,824,917","2,536,182","10,361,099",81.03,83.04,81.52
2003,9,Delta,"5,728,266","532,769","6,261,035","53,629","3,900","57,529","5,021,464","1,889,135","6,910,598","7,600,587","2,470,132","10,070,719",66.07,76.48,68.62
2003,10,Delta,"6,657,727","536,982","7,194,709","56,374","3,832","60,206","5,804,640","1,815,454","7,620,094","7,992,370","2,362,573","10,354,943",72.63,76.84,73.59
2003,11,Delta,"6,222,544","501,685","6,724,229","54,121","3,619","57,740","5,473,482","1,646,562","7,120,044","7,759,608","2,186,187","9,945,794",70.54,75.32,71.59
2003,12,Delta,"6,494,295","546,344","7,040,639","55,768","3,854","59,622","5,894,158","1,772,599","7,666,757","7,971,250","2,254,221","10,225,471",73.94,78.63,74.98
2004,1,Delta,"5,811,244","505,444","6,316,688","55,623","3,758","59,381","5,289,995","1,615,081","6,905,076","7,911,945","2,182,615","10,094,561",66.86,74,68.4
2004,2,Delta,"5,945,233","435,337","6,380,570","53,479","3,424","56,903","5,257,576","1,353,987","6,611,563","7,535,675","2,012,109","9,547,784",69.77,67.29,69.25
2004,3,Delta,"6,939,267","554,436","7,493,703","58,574","3,692","62,266","6,270,417","1,789,501","8,059,918","8,324,290","2,203,703","10,527,993",75.33,81.2,76.56
2004,4,Delta,"6,697,058","602,306","7,299,364","57,034","4,047","61,081","6,064,842","1,971,982","8,036,824","8,170,122","2,508,628","10,678,750",74.23,78.61,75.26
2004,5,Delta,"6,756,571","636,447","7,393,018","58,122","4,346","62,468","6,109,087","2,165,943","8,275,030","8,319,449","2,786,296","11,105,744",73.43,77.74,74.51
2004,6,Delta,"7,227,106","727,669","7,954,775","57,390","4,437","61,827","6,745,778","2,464,548","9,210,325","8,277,422","2,844,865","11,122,288",81.5,86.63,82.81
2004,7,Delta,"7,465,888","770,449","8,236,337","58,209","4,619","62,828","7,128,122","2,538,790","9,666,912","8,467,006","2,949,557","11,416,563",84.19,86.07,84.67
2004,8,Delta,"6,990,016","735,386","7,725,402","58,254","4,597","62,851","6,720,924","2,415,836","9,136,760","8,463,957","2,939,300","11,403,257",79.41,82.19,80.12
2004,9,Delta,"5,592,484","618,841","6,211,325","52,800","4,326","57,126","5,266,401","2,183,442","7,449,843","7,645,424","2,799,630","10,445,055",68.88,77.99,71.32
2004,10,Delta,"6,719,259","613,865","7,333,124","57,833","4,227","62,060","6,127,967","2,067,964","8,195,930","8,325,119","2,647,622","10,972,741",73.61,78.11,74.69
2004,11,Delta,"6,534,768","558,698","7,093,466","55,673","3,909","59,582","5,960,217","1,814,007","7,774,224","8,100,939","2,407,358","10,508,297",73.57,75.35,73.98
2004,12,Delta,"6,585,438","630,844","7,216,282","56,593","4,392","60,985","6,080,286","2,029,623","8,109,909","8,228,768","2,649,057","10,877,826",73.89,76.62,74.55
2005,1,Delta,"6,181,166","617,932","6,799,098","54,831","4,336","59,167","5,810,566","1,955,744","7,766,310","8,053,243","2,589,787","10,643,030",72.15,75.52,72.97
2005,2,Delta,"6,037,652","529,426","6,567,078","54,023","3,947","57,970","5,606,251","1,632,834","7,239,086","7,789,674","2,300,354","10,090,028",71.97,70.98,71.74
2005,3,Delta,"7,451,564","715,546","8,167,110","59,503","4,658","64,161","6,993,262","2,246,516","9,239,777","8,631,773","2,750,413","11,382,186",81.02,81.68,81.18
2005,4,Delta,"6,852,422","685,445","7,537,867","57,192","4,575","61,767","6,399,972","2,212,711","8,612,683","8,342,196","2,786,034","11,128,230",76.72,79.42,77.39
2005,5,Delta,"6,918,818","743,673","7,662,491","58,405","4,891","63,296","6,563,739","2,499,622","9,063,360","8,644,347","3,060,103","11,704,450",75.93,81.68,77.44
2005,6,Delta,"7,052,541","792,338","7,844,879","55,511","4,927","60,438","6,952,172","2,651,713","9,603,885","8,444,540","3,085,468","11,530,008",82.33,85.94,83.29
2005,7,Delta,"7,392,260","839,396","8,231,656","56,553","5,165","61,718","7,478,734","2,776,477","10,255,211","8,721,019","3,248,943","11,969,962",85.76,85.46,85.67
2005,8,Delta,"6,971,761","785,448","7,757,209","56,616","5,153","61,769","7,140,574","2,607,592","9,748,166","8,705,676","3,251,066","11,956,742",82.02,80.21,81.53
2005,9,Delta,"5,590,403","682,944","6,273,347","48,208","4,903","53,111","5,601,580","2,392,819","7,994,399","7,657,245","3,105,170","10,762,416",73.15,77.06,74.28
2005,10,Delta,"5,791,053","660,114","6,451,167","49,981","4,759","54,740","5,688,900","2,222,265","7,911,165","7,882,137","2,921,653","10,803,790",72.17,76.06,73.23
2005,11,Delta,"5,729,451","597,837","6,327,288","47,534","4,303","51,837","5,620,285","1,927,141","7,547,426","7,558,117","2,577,621","10,135,738",74.36,74.76,74.46
2005,12,Delta,"5,502,327","702,173","6,204,500","44,871","5,018","49,889","5,532,042","2,174,875","7,706,917","7,306,966","2,865,619","10,172,585",75.71,75.9,75.76
2006,1,Delta,"5,178,427","669,107","5,847,534","44,210","4,933","49,143","5,165,378","2,052,368","7,217,746","6,991,072","2,800,073","9,791,145",73.89,73.3,73.72
2006,2,Delta,"4,832,741","562,043","5,394,784","39,463","4,330","43,793","4,758,339","1,697,609","6,455,948","6,253,806","2,441,731","8,695,537",76.09,69.52,74.24
2006,3,Delta,"5,984,020","793,447","6,777,467","45,366","5,471","50,837","6,030,385","2,467,313","8,497,698","7,382,389","3,112,041","10,494,430",81.69,79.28,80.97
2006,4,Delta,"5,359,953","784,461","6,144,414","42,586","5,395","47,981","5,476,931","2,494,200","7,971,131","7,029,226","3,150,381","10,179,607",77.92,79.17,78.3
2006,5,Delta,"5,146,846","841,844","5,988,690","41,606","5,726","47,332","5,146,193","2,841,582","7,987,775","6,794,639","3,599,174","10,393,812",75.74,78.95,76.85
2006,6,Delta,"5,621,749","1,034,440","6,656,189","41,545","6,439","47,984","5,968,657","3,487,021","9,455,678","7,023,569","4,082,950","11,106,519",84.98,85.4,85.14
2006,7,Delta,"5,800,757","1,118,062","6,918,819","42,284","6,922","49,206","6,348,220","3,681,283","10,029,503","7,278,404","4,325,473","11,603,878",87.22,85.11,86.43
2006,8,Delta,"5,425,930","1,008,984","6,434,914","42,765","6,700","49,465","5,953,651","3,352,301","9,305,952","7,291,954","4,242,253","11,534,208",81.65,79.02,80.68
2006,9,Delta,"4,624,176","800,356","5,424,532","39,315","5,495","44,810","4,733,617","2,938,327","7,671,945","6,368,923","3,820,523","10,189,446",74.32,76.91,75.29
2006,10,Delta,"5,244,035","771,702","6,015,737","41,557","5,440","46,997","5,230,044","2,781,345","8,011,389","6,602,894","3,744,644","10,347,538",79.21,74.28,77.42
2006,11,Delta,"5,117,138","729,948","5,847,086","40,207","5,206","45,413","5,051,368","2,415,223","7,466,592","6,387,346","3,183,536","9,570,882",79.08,75.87,78.01
2006,12,Delta,"5,056,445","894,393","5,950,838","40,000","6,222","46,222","5,153,526","2,787,245","7,940,771","6,539,632","3,573,024","10,112,656",78.8,78.01,78.52
2007,1,Delta,"4,621,285","865,822","5,487,107","38,888","6,229","45,117","4,773,388","2,691,371","7,464,759","6,393,749","3,597,952","9,991,702",74.66,74.8,74.71
2007,2,Delta,"4,347,112","728,193","5,075,305","34,898","5,535","40,433","4,401,427","2,228,999","6,630,426","5,731,669","3,168,511","8,900,179",76.79,70.35,74.5
2007,3,Delta,"5,601,307","970,854","6,572,161","40,552","6,433","46,985","5,680,945","3,060,924","8,741,869","6,671,111","3,745,549","10,416,660",85.16,81.72,83.92
2007,4,Delta,"5,246,031","907,322","6,153,353","38,728","6,214","44,942","5,309,928","2,934,319","8,244,246","6,303,551","3,731,574","10,035,126",84.24,78.63,82.15
2007,5,Delta,"5,142,785","931,666","6,074,451","38,780","6,396","45,176","5,262,652","3,212,573","8,475,226","6,343,661","4,089,055","10,432,716",82.96,78.57,81.24
2007,6,Delta,"5,569,865","1,130,654","6,700,519","39,831","7,226","47,057","5,969,767","3,916,362","9,886,129","6,721,392","4,688,132","11,409,524",88.82,83.54,86.65
2007,7,Delta,"5,765,824","1,238,220","7,004,044","41,191","7,631","48,822","6,319,504","4,183,809","10,503,312","7,052,395","4,921,517","11,973,911",89.61,85.01,87.72
2007,8,Delta,"5,641,320","1,138,378","6,779,698","41,585","7,303","48,888","6,168,821","3,913,546","10,082,368","7,014,043","4,845,734","11,859,777",87.95,80.76,85.01
2007,9,Delta,"4,692,230","886,657","5,578,887","38,688","5,855","44,543","4,926,408","3,337,729","8,264,137","6,306,121","4,257,776","10,563,897",78.12,78.39,78.23
2007,10,Delta,"5,218,171","851,536","6,069,707","41,106","5,599","46,705","5,283,826","3,196,284","8,480,110","6,538,658","4,049,317","10,587,975",80.81,78.93,80.09
2007,11,Delta,"4,907,762","813,768","5,721,530","39,377","5,564","44,941","4,962,759","2,817,908","7,780,667","6,376,693","3,660,919","10,037,612",77.83,76.97,77.52
2007,12,Delta,"4,740,516","957,552","5,698,068","38,668","6,312","44,980","4,949,536","3,219,139","8,168,675","6,389,176","4,021,614","10,410,790",77.47,80.05,78.46
2008,1,Delta,"4,447,414","895,726","5,343,140","37,298","6,101","43,399","4,648,566","2,970,477","7,619,043","6,108,957","3,891,068","10,000,024",76.09,76.34,76.19
2008,2,Delta,"4,457,313","785,929","5,243,242","35,935","5,704","41,639","4,547,170","2,509,305","7,056,474","5,840,279","3,561,588","9,401,867",77.86,70.45,75.05
2008,3,Delta,"5,388,259","1,051,782","6,440,041","39,305","6,586","45,891","5,527,034","3,411,391","8,938,425","6,427,809","4,159,649","10,587,457",85.99,82.01,84.42
2008,4,Delta,"4,932,096","976,689","5,908,785","36,967","6,236","43,203","5,045,039","3,397,930","8,442,969","5,976,290","4,325,276","10,301,566",84.42,78.56,81.96
2008,5,Delta,"4,881,341","1,055,352","5,936,693","36,387","6,594","42,981","5,025,328","3,869,092","8,894,421","5,879,045","4,780,501","10,659,546",85.48,80.93,83.44
2008,6,Delta,"5,222,631","1,235,465","6,458,096","37,670","7,485","45,155","5,569,306","4,449,748","10,019,053","6,292,614","5,343,459","11,636,072",88.51,83.27,86.1
2008,7,Delta,"5,489,308","1,369,886","6,859,194","38,839","8,256","47,095","5,887,750","4,825,353","10,713,102","6,517,715","5,741,535","12,259,250",90.33,84.04,87.39
2008,8,Delta,"5,205,975","1,267,168","6,473,143","37,836","7,792","45,628","5,575,714","4,608,446","10,184,160","6,260,532","5,592,219","11,852,750",89.06,82.41,85.92
2008,9,Delta,"4,586,866","946,046","5,532,912","36,029","6,041","42,070","4,635,601","3,767,809","8,403,410","5,556,805","4,836,891","10,393,696",83.42,77.9,80.85
2008,10,Delta,"5,118,760","918,030","6,036,790","38,549","5,862","44,411","4,949,324","3,579,047","8,528,370","5,807,119","4,566,014","10,373,132",85.23,78.38,82.22
2008,11,Delta,"4,724,090","828,561","5,552,651","36,823","5,711","42,534","4,576,206","3,052,068","7,628,274","5,615,731","4,167,904","9,783,634",81.49,73.23,77.97
2008,12,Delta,"4,822,270","990,713","5,812,983","36,565","6,704","43,269","4,866,365","3,530,615","8,396,980","5,803,131","4,593,859","10,396,990",83.86,76.86,80.76
2009,1,Delta,"4,351,463","908,126","5,259,589","35,727","6,383","42,110","4,449,064","3,189,464","7,638,527","5,702,816","4,352,904","10,055,720",78.02,73.27,75.96
2009,2,Delta,"4,012,582","724,645","4,737,227","32,459","5,627","38,086","4,067,939","2,438,710","6,506,649","5,166,475","3,784,863","8,951,338",78.74,64.43,72.69
2009,3,Delta,"4,731,914","939,464","5,671,378","35,907","6,454","42,361","4,855,465","3,174,613","8,030,079","5,833,008","4,275,518","10,108,526",83.24,74.25,79.44
2009,4,Delta,"4,673,010","958,239","5,631,249","35,136","6,262","41,398","4,717,312","3,289,145","8,006,457","5,538,247","4,209,781","9,748,028",85.18,78.13,82.13
2009,5,Delta,"4,695,195","964,716","5,659,911","35,284","6,314","41,598","4,745,393","3,505,302","8,250,695","5,498,742","4,399,060","9,897,803",86.3,79.68,83.36
2009,6,Delta,"4,881,087","1,205,824","6,086,911","35,385","7,354","42,739","5,107,820","4,341,033","9,448,854","5,709,386","5,198,843","10,908,228",89.46,83.5,86.62
2009,7,Delta,"5,244,681","1,350,256","6,594,937","37,119","7,903","45,022","5,562,337","4,879,672","10,442,009","6,106,056","5,615,205","11,721,261",91.1,86.9,89.09
2009,8,Delta,"5,060,331","1,245,340","6,305,671","37,139","7,333","44,472","5,379,245","4,617,367","9,996,613","6,019,656","5,379,321","11,398,976",89.36,85.84,87.7
2009,9,Delta,"4,380,862","980,636","5,361,498","34,613","5,894","40,507","4,383,292","3,837,860","8,221,151","5,241,593","4,613,863","9,855,456",83.63,83.18,83.42
2009,10,Delta,"4,795,766","950,889","5,746,655","36,563","5,725","42,288","4,672,697","3,654,482","8,327,179","5,469,909","4,354,798","9,824,707",85.43,83.92,84.76
2009,11,Delta,"4,455,362","825,580","5,280,942","35,600","5,489","41,089","4,304,823","2,989,975","7,294,799","5,324,410","3,888,126","9,212,536",80.85,76.9,79.18
2009,12,Delta,"4,344,754","1,013,678","5,358,432","34,582","6,656","41,238","4,426,430","3,488,448","7,914,879","5,452,099","4,274,448","9,726,547",81.19,81.61,81.37
2010,1,Delta,"6,269,827","1,432,868","7,702,695","56,061","9,321","65,382","6,587,570","5,022,501","11,610,071","8,511,433","6,465,285","14,976,718",77.4,77.68,77.52
2010,2,Delta,"5,896,921","1,270,381","7,167,302","50,092","8,488","58,580","6,178,286","4,259,061","10,437,347","7,720,363","5,765,686","13,486,049",80.03,73.87,77.39
2010,3,Delta,"7,697,000","1,629,281","9,326,281","59,690","9,838","69,528","7,983,759","5,481,135","13,464,894","9,195,134","6,669,898","15,865,032",86.83,82.18,84.87
2010,4,Delta,"7,488,219","1,416,252","8,904,471","59,271","8,602","67,873","7,589,737","5,093,260","12,682,997","8,833,846","6,298,128","15,131,974",85.92,80.87,83.82
2010,5,Delta,"7,658,466","1,598,470","9,256,936","61,027","9,228","70,255","7,769,093","6,062,429","13,831,522","9,116,823","7,186,088","16,302,911",85.22,84.36,84.84
2010,6,Delta,"8,333,586","1,926,162","10,259,748","63,222","10,570","73,792","8,632,986","7,294,801","15,927,787","9,657,206","8,296,905","17,954,111",89.39,87.92,88.71
2010,7,Delta,"8,570,388","2,117,177","10,687,565","64,478","11,484","75,962","9,069,606","7,781,259","16,850,865","10,091,099","8,760,521","18,851,620",89.88,88.82,89.39
2010,8,Delta,"8,289,570","2,003,618","10,293,188","65,066","10,848","75,914","8,745,773","7,561,078","16,306,851","9,962,407","8,624,376","18,586,783",87.79,87.67,87.73
2010,9,Delta,"7,325,582","1,590,182","8,915,764","61,372","8,654","70,026","7,381,933","6,425,838","13,807,771","9,081,910","7,412,347","16,494,258",81.28,86.69,83.71
2010,10,Delta,"7,988,508","1,559,000","9,547,508","63,029","8,708","71,737","7,878,388","6,281,818","14,160,206","9,324,201","7,451,788","16,775,989",84.49,84.3,84.41
2010,11,Delta,"7,336,348","1,334,879","8,671,227","59,859","7,999","67,858","7,122,134","5,179,823","12,301,956","8,697,615","6,616,183","15,313,799",81.89,78.29,80.33
2010,12,Delta,"7,097,273","1,499,834","8,597,107","58,350","8,922","67,272","7,105,218","5,665,388","12,770,606","8,776,189","7,024,736","15,800,925",80.96,80.65,80.82
2011,1,Delta,"6,353,800","1,465,952","7,819,752","55,852","9,433","65,285","6,529,950","5,438,987","11,968,937","8,497,429","7,204,445","15,701,874",76.85,75.49,76.23
2011,2,Delta,"6,190,982","1,260,350","7,451,332","52,259","8,869","61,128","6,257,665","4,441,228","10,698,893","7,914,879","6,527,292","14,442,172",79.06,68.04,74.08
2011,3,Delta,"8,038,760","1,606,405","9,645,165","62,311","10,527","72,838","8,062,924","5,601,981","13,664,905","9,462,832","7,523,503","16,986,335",85.21,74.46,80.45
2011,4,Delta,"7,708,165","1,547,821","9,255,986","60,131","9,647","69,778","7,525,821","5,653,144","13,178,965","8,861,208","7,242,728","16,103,936",84.93,78.05,81.84
2011,5,Delta,"8,211,317","1,625,061","9,836,378","62,865","9,475","72,340","7,939,830","6,189,622","14,129,452","9,165,787","7,478,285","16,644,072",86.62,82.77,84.89
2011,6,Delta,"8,476,210","1,918,498","10,394,708","63,783","10,520","74,303","8,391,822","7,286,429","15,678,251","9,544,650","8,448,432","17,993,082",87.92,86.25,87.13
2011,7,Delta,"8,975,080","2,139,018","11,114,098","66,539","11,461","78,000","9,028,945","7,937,420","16,966,365","10,084,368","9,097,994","19,182,363",89.53,87.24,88.45
2011,8,Delta,"8,560,593","2,019,596","10,580,189","65,237","10,709","75,946","8,590,193","7,719,758","16,309,950","9,713,087","8,789,233","18,502,320",88.44,87.83,88.15
2011,9,Delta,"7,507,319","1,576,267","9,083,586","59,226","8,689","67,915","7,390,589","6,236,830","13,627,419","8,754,410","7,335,227","16,089,638",84.42,85.03,84.7
2011,10,Delta,"7,987,349","1,464,681","9,452,030","61,212","8,513","69,725","7,726,902","5,807,228","13,534,129","9,009,033","7,166,979","16,176,012",85.77,81.03,83.67
2011,11,Delta,"7,534,741","1,231,262","8,766,003","58,129","7,452","65,581","7,257,723","4,735,850","11,993,573","8,521,964","6,056,280","14,578,244",85.16,78.2,82.27
2011,12,Delta,"7,166,636","1,450,399","8,617,035","57,426","8,642","66,068","7,063,516","5,374,933","12,438,448","8,593,745","6,593,358","15,187,103",82.19,81.52,81.9
2012,1,Delta,"6,544,675","1,408,755","7,953,430","55,239","8,871","64,110","6,534,000","5,189,123","11,723,123","8,217,035","6,668,517","14,885,552",79.52,77.82,78.76
2012,2,Delta,"6,461,946","1,274,507","7,736,453","52,037","8,635","60,672","6,353,667","4,491,649","10,845,316","7,801,098","6,187,109","13,988,206",81.45,72.6,77.53
2012,3,Delta,"8,227,631","1,681,341","9,908,972","60,472","10,356","70,828","8,084,268","5,806,742","13,891,010","9,181,519","7,147,169","16,328,688",88.05,81.25,85.07
2012,4,Delta,"7,968,212","1,518,908","9,487,120","59,461","9,173","68,634","7,672,028","5,609,877","13,281,905","8,804,559","7,087,664","15,892,223",87.14,79.15,83.57
2012,5,Delta,"8,184,512","1,637,348","9,821,860","61,301","9,524","70,825","7,849,846","6,277,606","14,127,451","9,038,592","7,597,462","16,636,054",86.85,82.63,84.92
2012,6,Delta,"8,731,599","1,939,334","10,670,933","63,297","10,560","73,857","8,587,095","7,271,887","15,858,982","9,625,609","8,197,645","17,823,254",89.21,88.71,88.98
2012,7,Delta,"9,071,103","2,064,843","11,135,946","65,771","11,131","76,902","9,045,048","7,574,082","16,619,130","10,095,748","8,604,838","18,700,586",89.59,88.02,88.87
2012,8,Delta,"9,018,451","2,014,284","11,032,735","66,746","10,697","77,443","8,887,589","7,572,193","16,459,782","9,985,505","8,515,535","18,501,040",89,88.92,88.97
2012,9,Delta,"7,651,409","1,631,015","9,282,424","61,144","8,796","69,940","7,269,093","6,412,136","13,681,229","8,890,172","7,307,434","16,197,606",81.77,87.75,84.46
2012,10,Delta,"8,365,640","1,510,788","9,876,428","62,824","8,417","71,241","7,797,540","5,911,914","13,709,454","9,032,458","6,956,381","15,988,839",86.33,84.99,85.74
2012,11,Delta,"7,885,681","1,315,337","9,201,018","60,032","7,657","67,689","7,363,061","4,933,609","12,296,670","8,710,857","6,012,026","14,722,883",84.53,82.06,83.52
2012,12,Delta,"7,328,012","1,522,781","8,850,793","57,389","8,852","66,241","7,144,308","5,480,343","12,624,650","8,632,368","6,462,846","15,095,214",82.76,84.8,83.63
2013,1,Delta,"6,945,446","1,436,003","8,381,449","57,081","8,683","65,764","6,708,141","5,199,321","11,907,462","8,323,474","6,417,841","14,741,315",80.59,81.01,80.78
2013,2,Delta,"6,650,536","1,297,777","7,948,313","52,443","8,262","60,705","6,316,804","4,550,577","10,867,381","7,659,052","5,920,718","13,579,770",82.48,76.86,80.03
2013,3,Delta,"8,595,017","1,715,641","10,310,658","63,624","10,018","73,642","8,296,549","5,839,741","14,136,290","9,535,443","6,893,711","16,429,154",87.01,84.71,86.04
2013,4,Delta,"8,129,300","1,524,946","9,654,246","62,354","9,099","71,453","7,708,816","5,640,924","13,349,740","9,115,298","7,044,473","16,159,771",84.57,80.08,82.61
2013,5,Delta,"8,521,714","1,715,015","10,236,729","64,207","9,717","73,924","7,999,983","6,470,036","14,470,019","9,287,717","7,593,837","16,881,554",86.14,85.2,85.71
2013,6,Delta,"8,955,829","2,029,562","10,985,391","66,266","10,866","77,132","8,637,589","7,482,236","16,119,826","9,819,064","8,381,010","18,200,074",87.97,89.28,88.57
2013,7,Delta,"9,285,996","2,208,948","11,494,944","69,227","11,927","81,154","9,170,355","7,915,497","17,085,852","10,459,715","8,935,280","19,394,995",87.67,88.59,88.09
2013,8,Delta,"9,186,387","2,202,558","11,388,945","69,479","11,667","81,146","9,026,730","8,013,316","17,040,046","10,364,131","8,876,177","19,240,309",87.1,90.28,88.56
2013,9,Delta,"7,856,110","1,750,188","9,606,298","62,388","9,669","72,057","7,386,712","6,625,509","14,012,222","8,965,827","7,585,047","16,550,874",82.39,87.35,84.66
2013,10,Delta,"8,495,170","1,619,129","10,114,299","65,587","9,294","74,881","7,828,257","6,159,740","13,987,997","9,354,786","7,317,451","16,672,237",83.68,84.18,83.9
2013,11,Delta,"7,661,415","1,406,959","9,068,374","61,500","8,654","70,154","7,048,664","5,074,631","12,123,294","8,790,595","6,313,723","15,104,318",80.18,80.37,80.26
2013,12,Delta,"8,089,402","1,654,873","9,744,275","60,717","9,730","70,447","7,795,266","5,824,906","13,620,172","9,030,569","6,773,884","15,804,453",86.32,85.99,86.18
2014,1,Delta,"7,114,603","1,615,474","8,730,077","56,300","9,944","66,244","6,946,212","5,573,571","12,519,783","8,448,707","6,734,160","15,182,867",82.22,82.77,82.46
2014,2,Delta,"6,828,755","1,403,976","8,232,731","51,726","9,056","60,782","6,516,165","4,677,979","11,194,144","7,689,200","5,942,158","13,631,358",84.74,78.73,82.12
2014,3,Delta,"9,238,646","1,823,047","11,061,693","67,085","11,108","78,193","8,762,361","6,039,761","14,802,122","9,962,170","7,202,161","17,164,331",87.96,83.86,86.24
2014,4,Delta,"8,961,118","1,688,545","10,649,663","65,806","10,012","75,818","8,406,548","5,951,636","14,358,183","9,586,630","7,176,613","16,763,242",87.69,82.93,85.65
2014,5,Delta,"9,364,067","1,844,025","11,208,092","68,221","10,613","78,834","8,729,558","6,738,297","15,467,855","9,862,656","7,828,763","17,691,419",88.51,86.07,87.43
2014,6,Delta,"9,604,618","2,137,755","11,742,373","69,904","11,942","81,846","9,136,367","7,664,210","16,800,577","10,233,839","8,788,150","19,021,988",89.28,87.21,88.32
2014,7,Delta,"10,060,931","2,273,125","12,334,056","72,875","12,804","85,679","9,745,064","7,967,527","17,712,591","10,814,486","9,245,833","20,060,319",90.11,86.17,88.3
2014,8,Delta,"9,875,166","2,309,861","12,185,027","72,902","12,746","85,648","9,573,765","8,220,996","17,794,762","10,797,005","9,283,148","20,080,153",88.67,88.56,88.62
2014,9,Delta,"8,636,445","1,853,791","10,490,236","67,122","10,459","77,581","7,974,416","7,002,108","14,976,524","9,436,715","8,188,959","17,625,673",84.5,85.51,84.97
2014,10,Delta,"9,430,367","1,674,994","11,105,361","70,812","9,911","80,723","8,567,052","6,282,567","14,849,620","9,881,750","7,629,870","17,511,620",86.7,82.34,84.8
2014,11,Delta,"8,555,221","1,452,969","10,008,190","67,079","9,173","76,252","7,737,248","5,186,862","12,924,111","9,231,330","6,621,916","15,853,247",83.82,78.33,81.52
2014,12,Delta,"8,550,169","1,720,667","10,270,836","66,621","10,575","77,196","8,128,965","5,938,472","14,067,437","9,536,658","7,099,992","16,636,650",85.24,83.64,84.56
2015,1,Delta,"7,770,744","1,757,052","9,527,796","63,957","11,441","75,398","7,349,458","5,792,055","13,141,513","9,054,365","7,272,333","16,326,697",81.17,79.65,80.49
2015,2,Delta,"7,621,569","1,491,339","9,112,908","59,378","9,983","69,361","7,098,437","4,810,400","11,908,836","8,364,998","6,331,540","14,696,537",84.86,75.98,81.03
2015,3,Delta,"9,898,585","1,893,216","11,791,801","73,836","11,797","85,633","9,224,266","6,172,123","15,396,389","10,415,333","7,534,605","17,949,938",88.56,81.92,85.77
2015,4,Delta,"9,537,737","1,787,714","11,325,451","72,219","11,181","83,400","8,777,710","6,117,043","14,894,752","10,063,949","7,747,940","17,811,889",87.22,78.95,83.62
2015,5,Delta,"10,018,605","1,971,017","11,989,622","74,937","11,743","86,680","9,242,245","6,983,906","16,226,152","10,514,173","8,386,174","18,900,347",87.9,83.28,85.85
2015,6,Delta,"10,447,049","2,209,607","12,656,656","77,368","12,580","89,948","9,816,846","7,807,504","17,624,350","10,929,991","8,987,728","19,917,719",89.82,86.87,88.49
2015,7,Delta,"10,866,964","2,404,101","13,271,065","80,943","13,462","94,405","10,388,742","8,401,512","18,790,254","11,593,058","9,652,206","21,245,264",89.61,87.04,88.44
2015,8,Delta,"10,643,803","2,413,456","13,057,259","81,178","13,450","94,628","10,212,115","8,511,696","18,723,811","11,610,204","9,677,689","21,287,892",87.96,87.95,87.96
2015,9,Delta,"9,310,805","1,895,470","11,206,275","72,242","10,808","83,050","8,445,098","7,067,199","15,512,296","9,814,498","8,291,419","18,105,916",86.05,85.24,85.68
2015,10,Delta,"10,186,485","1,754,714","11,941,199","75,652","10,098","85,750","9,171,126","6,387,649","15,558,775","10,304,397","7,457,958","17,762,355",89,85.65,87.59
2015,11,Delta,"9,470,271","1,504,002","10,974,273","72,350","9,395","81,745","8,474,939","5,153,967","13,628,906","9,749,895","6,328,765","16,078,660",86.92,81.44,84.76
2015,12,Delta,"9,131,393","1,746,754","10,878,147","70,846","10,920","81,766","8,636,194","5,798,714","14,434,908","10,033,897","6,961,068","16,994,965",86.07,83.3,84.94
