"gameweek","player_name","club","position","opponent","home_away","minutes","total_points","bonus","defensive_contribution","goals_scored","assists","yellow_cards","red_cards","clean_sheets","goals_conceded","saves","expected_goals","expected_assists"
1,"Calafiori","ARS","DEF","MUN","A",71,13,2,4,1,0,1,0,1,0,0,"0.91","0.01"
1,"Clarke","ARS","DEF","MUN","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Gabriel Magalhães","ARS","DEF","MUN","A",90,6,0,7,0,0,0,0,1,0,0,"0.00","0.00"
1,"J.Timber","ARS","DEF","MUN","A",19,0,0,3,0,0,1,0,0,0,0,"0.00","0.00"
1,"Kacurri","ARS","DEF","MUN","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Kiwior","ARS","DEF","MUN","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Lewis-Skelly","ARS","DEF","MUN","A",18,0,0,1,0,0,1,0,0,0,0,"0.00","0.00"
1,"Mosquera","ARS","DEF","MUN","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Nichols","ARS","DEF","MUN","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Saliba","ARS","DEF","MUN","A",90,9,1,14,0,0,0,0,1,0,0,"0.00","0.00"
1,"White","ARS","DEF","MUN","A",70,6,0,8,0,0,0,0,1,0,0,"0.01","0.01"
1,"Gabriel Jesus","ARS","FWD","MUN","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Gyökeres","ARS","FWD","MUN","A",59,1,0,2,0,0,0,0,0,0,0,"0.00","0.06"
1,"Havertz","ARS","FWD","MUN","A",30,1,0,3,0,0,0,0,0,0,0,"0.00","0.01"
1,"Arrizabalaga","ARS","GK","MUN","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Hein","ARS","GK","MUN","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Raya","ARS","GK","MUN","A",90,10,3,0,0,0,1,0,1,0,7,"0.00","0.00"
1,"Setford","ARS","GK","MUN","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Fábio Vieira","ARS","MID","MUN","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Gabriel Martinelli","ARS","MID","MUN","A",59,1,0,4,0,0,0,0,0,0,0,"0.02","0.01"
1,"Kabia","ARS","MID","MUN","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Madueke","ARS","MID","MUN","A",30,1,0,0,0,0,0,0,0,0,0,"0.00","0.02"
1,"Merino","ARS","MID","MUN","A",7,1,0,1,0,0,0,0,0,0,0,"0.00","0.00"
1,"Nwaneri","ARS","MID","MUN","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Nørgaard","ARS","MID","MUN","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Rice","ARS","MID","MUN","A",82,6,0,4,0,1,0,0,1,0,0,"0.13","0.01"
1,"Saka","ARS","MID","MUN","A",90,3,0,5,0,0,0,0,1,0,0,"0.15","0.09"
1,"Sambi","ARS","MID","MUN","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Trossard","ARS","MID","MUN","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Zubimendi","ARS","MID","MUN","A",90,5,0,12,0,0,0,0,1,0,0,"0.00","0.01"
1,"Ødegaard","ARS","MID","MUN","A",90,5,0,14,0,0,0,0,1,0,0,"0.09","0.29"
1,"A.García","AVL","DEF","NEW","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Alex Moreno","AVL","DEF","NEW","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Bogarde","AVL","DEF","NEW","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Cash","AVL","DEF","NEW","H",90,8,0,11,0,0,0,0,1,0,0,"0.00","0.00"
1,"Digne","AVL","DEF","NEW","H",90,6,0,7,0,0,0,0,1,0,0,"0.00","0.01"
1,"Konsa","AVL","DEF","NEW","H",65,3,0,3,0,0,0,1,1,0,0,"0.00","0.01"
1,"Maatsen","AVL","DEF","NEW","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Mings","AVL","DEF","NEW","H",90,6,0,5,0,0,0,0,1,0,0,"0.00","0.00"
1,"Pau","AVL","DEF","NEW","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Sousa","AVL","DEF","NEW","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Yasin","AVL","DEF","NEW","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Redmond","AVL","FWD","NEW","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Watkins","AVL","FWD","NEW","H",90,2,0,5,0,0,0,0,1,0,0,"0.12","0.01"
1,"Gauci","AVL","GK","NEW","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"M.Bizot","AVL","GK","NEW","H",90,7,0,0,0,0,0,0,1,0,3,"0.00","0.00"
1,"Marschall","AVL","GK","NEW","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Martinez","AVL","GK","NEW","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Wright","AVL","GK","NEW","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Bailey","AVL","MID","NEW","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Barkley","AVL","MID","NEW","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Barrenechea","AVL","MID","NEW","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Broggio","AVL","MID","NEW","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Buendía","AVL","MID","NEW","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Dendoncker","AVL","MID","NEW","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Dobbin","AVL","MID","NEW","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Iling Jr","AVL","MID","NEW","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Jimoh-Aloba","AVL","MID","NEW","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Kamara","AVL","MID","NEW","H",90,2,0,11,0,0,1,0,1,0,0,"0.05","0.03"
1,"Malen","AVL","MID","NEW","H",6,1,0,0,0,0,0,0,0,0,0,"0.03","0.00"
1,"McGinn","AVL","MID","NEW","H",83,3,0,7,0,0,0,0,1,0,0,"0.00","0.09"
1,"Onana","AVL","MID","NEW","H",90,5,0,14,0,0,0,0,1,0,0,"0.00","0.01"
1,"Rogers","AVL","MID","NEW","H",90,3,0,7,0,0,0,0,1,0,0,"0.00","0.05"
1,"Tielemans","AVL","MID","NEW","H",90,3,0,7,0,0,0,0,1,0,0,"0.00","0.01"
1,"Young","AVL","MID","NEW","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Boscagli","BHA","DEF","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Cashin","BHA","DEF","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Coppola","BHA","DEF","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"De Cuyper","BHA","DEF","FUL","H",90,2,0,6,0,0,0,0,0,1,0,"0.00","0.09"
1,"Dunk","BHA","DEF","FUL","H",90,2,0,8,0,0,0,0,0,1,0,"0.09","0.00"
1,"Estupiñan","BHA","DEF","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"F.Kadıoğlu","BHA","DEF","FUL","H",21,0,0,1,0,0,1,0,0,1,0,"0.00","0.00"
1,"Igor Julio","BHA","DEF","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Lamptey","BHA","DEF","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Slater","BHA","DEF","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Tasker","BHA","DEF","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Van Hecke","BHA","DEF","FUL","H",90,2,0,8,0,0,0,0,0,1,0,"0.00","0.13"
1,"Veltman","BHA","DEF","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Webster","BHA","DEF","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Ferguson","BHA","FWD","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Kostoulas","BHA","FWD","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Tzimas","BHA","FWD","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Welbeck","BHA","FWD","FUL","H",21,1,0,1,0,0,0,0,0,1,0,"0.00","0.00"
1,"McGill","BHA","GK","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Rushworth","BHA","GK","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Scherpen","BHA","GK","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Steele","BHA","GK","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Verbruggen","BHA","GK","FUL","H",90,2,0,0,0,0,0,0,0,1,1,"0.00","0.00"
1,"Ayari","BHA","MID","FUL","H",90,3,1,10,0,0,0,0,0,1,0,"0.00","0.12"
1,"Baleba","BHA","MID","FUL","H",68,3,0,11,0,0,0,0,1,0,0,"0.02","0.01"
1,"Enciso","BHA","MID","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Georginio","BHA","MID","FUL","H",68,6,0,2,0,1,0,0,1,0,0,"0.07","0.00"
1,"Gomez","BHA","MID","FUL","H",21,0,0,5,0,0,1,0,0,1,0,"0.03","0.03"
1,"Gruda","BHA","MID","FUL","H",7,1,0,2,0,0,0,0,0,1,0,"0.31","0.00"
1,"Hinshelwood","BHA","MID","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Knight","BHA","MID","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"March","BHA","MID","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Mazilu","BHA","MID","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Milner","BHA","MID","FUL","H",2,1,0,0,0,0,0,0,0,1,0,"0.00","0.00"
1,"Minteh","BHA","MID","FUL","H",68,3,0,4,0,0,0,0,1,0,0,"0.09","0.02"
1,"Mitoma","BHA","MID","FUL","H",82,2,0,0,0,0,1,0,1,0,0,"0.07","0.04"
1,"Moran","BHA","MID","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"O'Riley","BHA","MID","FUL","H",87,10,2,3,1,0,0,0,1,0,0,"0.79","0.14"
1,"Sarmiento","BHA","MID","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Sima","BHA","MID","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Watson","BHA","MID","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Wieffer","BHA","MID","FUL","H",90,4,0,18,0,0,0,0,0,1,0,"0.02","0.02"
1,"Yalcouye","BHA","MID","FUL","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Akinmboni","BOU","DEF","LIV","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Bevan","BOU","DEF","LIV","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Diakité","BOU","DEF","LIV","A",90,0,0,9,0,0,0,0,0,4,0,"0.00","0.00"
1,"Hill","BOU","DEF","LIV","A",1,1,0,2,0,0,0,0,0,1,0,"0.00","0.00"
1,"J.Araujo","BOU","DEF","LIV","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Mepham","BOU","DEF","LIV","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Senesi","BOU","DEF","LIV","A",90,2,0,15,0,0,0,0,0,4,0,"0.00","0.05"
1,"Smith","BOU","DEF","LIV","A",89,1,0,9,0,0,0,0,0,3,0,"0.00","0.08"
1,"Soler","BOU","DEF","LIV","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Truffert","BOU","DEF","LIV","A",90,0,0,6,0,0,0,0,0,4,0,"0.00","0.13"
1,"Zabarnyi","BOU","DEF","LIV","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Adu-Adjei","BOU","FWD","LIV","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Enes Ünal","BOU","FWD","LIV","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Evanilson","BOU","FWD","LIV","A",90,1,0,5,0,0,1,0,0,4,0,"0.29","0.00"
1,"Kroupi.Jr","BOU","FWD","LIV","A",1,1,0,0,0,0,0,0,0,1,0,"0.00","0.00"
1,"Dennis","BOU","GK","LIV","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"McKenna","BOU","GK","LIV","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Neto","BOU","GK","LIV","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Paulsen","BOU","GK","LIV","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Petrović","BOU","GK","LIV","A",90,2,0,0,0,0,0,0,0,4,6,"0.00","0.00"
1,"Adams","BOU","MID","LIV","A",90,4,0,19,0,0,0,0,0,3,0,"0.00","0.10"
1,"Brooks","BOU","MID","LIV","A",83,4,0,7,0,1,1,0,0,2,0,"0.19","0.19"
1,"Christie","BOU","MID","LIV","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Cook","BOU","MID","LIV","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Faivre","BOU","MID","LIV","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Gannon-Doak","BOU","MID","LIV","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"H.Traorè","BOU","MID","LIV","A",16,4,0,4,0,1,0,0,0,2,0,"0.00","0.00"
1,"Kluivert","BOU","MID","LIV","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Philip","BOU","MID","LIV","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Rees-Dottin","BOU","MID","LIV","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Sadi","BOU","MID","LIV","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Scott","BOU","MID","LIV","A",73,2,0,3,0,0,0,0,0,2,0,"0.00","0.00"
1,"Silcott-Duberry","BOU","MID","LIV","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Sinisterra","BOU","MID","LIV","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Tavernier","BOU","MID","LIV","A",90,4,0,20,0,0,0,0,0,4,0,"0.32","0.06"
1,"Winterburn","BOU","MID","LIV","A",6,1,0,0,0,0,0,0,0,2,0,"0.00","0.00"
1,"Ajer","BRE","DEF","NFO","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Arthur","BRE","DEF","NFO","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Collins","BRE","DEF","NFO","A",90,0,0,5,0,0,1,0,0,3,0,"0.02","0.00"
1,"Fredrick","BRE","DEF","NFO","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Henry","BRE","DEF","NFO","A",87,1,0,3,0,0,0,0,0,3,0,"0.00","0.04"
1,"Hickey","BRE","DEF","NFO","A",2,0,0,2,0,0,1,0,0,0,0,"0.00","0.00"
1,"Ji-soo","BRE","DEF","NFO","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Kayode","BRE","DEF","NFO","A",90,1,0,6,0,0,0,0,0,3,0,"0.00","0.08"
1,"Lewis-Potter","BRE","DEF","NFO","A",68,1,0,5,0,0,0,0,0,3,0,"0.12","0.00"
1,"Meghoma","BRE","DEF","NFO","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Pinnock","BRE","DEF","NFO","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Roerslev","BRE","DEF","NFO","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Van den Berg","BRE","DEF","NFO","A",90,3,0,14,0,0,0,0,0,3,0,"0.21","0.00"
1,"Igor Thiago","BRE","FWD","NFO","A",90,6,0,2,1,0,0,0,0,3,0,"0.91","0.01"
1,"Morgan","BRE","FWD","NFO","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Balcombe","BRE","GK","NFO","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Cox","BRE","GK","NFO","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Eyestone","BRE","GK","NFO","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Kelleher","BRE","GK","NFO","A",90,1,0,0,0,0,0,0,0,3,2,"0.00","0.00"
1,"Valdimarsson","BRE","GK","NFO","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Damsgaard","BRE","MID","NFO","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Donovan","BRE","MID","NFO","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Fábio Carvalho","BRE","MID","NFO","A",90,2,0,7,0,0,0,0,0,3,0,"0.03","0.03"
1,"Henderson","BRE","MID","NFO","A",21,1,0,3,0,0,0,0,0,0,0,"0.00","0.00"
1,"Janelt","BRE","MID","NFO","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Jensen","BRE","MID","NFO","A",68,2,0,5,0,0,0,0,0,3,0,"0.13","0.03"
1,"Konak","BRE","MID","NFO","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Maghoma","BRE","MID","NFO","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Milambo","BRE","MID","NFO","A",45,1,0,4,0,0,0,0,0,3,0,"0.00","0.01"
1,"Nunes","BRE","MID","NFO","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Onyeka","BRE","MID","NFO","A",21,4,0,1,0,1,0,0,0,0,0,"0.00","0.00"
1,"Peart-Harris","BRE","MID","NFO","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Schade","BRE","MID","NFO","A",45,1,0,7,0,0,0,0,0,0,0,"0.00","0.04"
1,"Trevitt","BRE","MID","NFO","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Yarmoliuk","BRE","MID","NFO","A",90,2,0,9,0,0,0,0,0,3,0,"0.08","0.01"
1,"Delcroix","BUR","DEF","TOT","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Dodgson","BUR","DEF","TOT","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Ekdal","BUR","DEF","TOT","A",90,1,0,5,0,0,0,0,0,3,0,"0.00","0.00"
1,"Estève","BUR","DEF","TOT","A",90,1,0,8,0,0,0,0,0,3,0,"0.05","0.00"
1,"Hartman","BUR","DEF","TOT","A",90,1,0,6,0,0,0,0,0,3,0,"0.00","0.04"
1,"Humphreys","BUR","DEF","TOT","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Jordan","BUR","DEF","TOT","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Lucas Pires","BUR","DEF","TOT","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Roberts","BUR","DEF","TOT","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Sambo","BUR","DEF","TOT","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Sonne","BUR","DEF","TOT","A",73,1,0,0,0,0,0,0,0,3,0,"0.03","0.08"
1,"Tuanzebe","BUR","DEF","TOT","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Walker","BUR","DEF","TOT","A",90,1,0,5,0,0,0,0,0,3,0,"0.01","0.02"
1,"Worrall","BUR","DEF","TOT","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Amdouni","BUR","FWD","TOT","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Barnes","BUR","FWD","TOT","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Broja","BUR","FWD","TOT","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Flemming","BUR","FWD","TOT","A",16,1,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Foster","BUR","FWD","TOT","A",73,2,0,3,0,0,0,0,0,3,0,"0.22","0.04"
1,"Obafemi","BUR","FWD","TOT","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Dúbravka","BUR","GK","TOT","A",90,2,0,0,0,0,0,0,0,3,3,"0.00","0.00"
1,"Green","BUR","GK","TOT","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Hladký","BUR","GK","TOT","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Weiss","BUR","GK","TOT","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"A.Ramsey","BUR","MID","TOT","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Adewumi","BUR","MID","TOT","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Anthony","BUR","MID","TOT","A",84,2,0,4,0,0,0,0,0,3,0,"0.44","0.36"
1,"Banel","BUR","MID","TOT","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Benson","BUR","MID","TOT","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Boateng","BUR","MID","TOT","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Bruun Larsen","BUR","MID","TOT","A",27,1,0,2,0,0,0,0,0,1,0,"0.00","0.01"
1,"Churlinov","BUR","MID","TOT","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Cullen","BUR","MID","TOT","A",90,4,0,12,0,0,0,0,0,3,0,"0.00","0.28"
1,"Edwards","BUR","MID","TOT","A",5,1,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Hannibal","BUR","MID","TOT","A",62,2,0,1,0,0,0,0,0,2,0,"0.03","0.01"
1,"Koleosho","BUR","MID","TOT","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Laurent","BUR","MID","TOT","A",62,2,0,6,0,0,0,0,0,2,0,"0.11","0.13"
1,"Tchaouna","BUR","MID","TOT","A",16,1,0,2,0,0,0,0,0,0,0,"0.00","0.01"
1,"Trésor","BUR","MID","TOT","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Ugochukwu","BUR","MID","TOT","A",27,1,0,1,0,0,0,0,0,1,0,"0.05","0.00"
1,"Acheampong","CHE","DEF","CRY","H",90,9,3,8,0,0,0,0,1,0,0,"0.09","0.01"
1,"Anselmino","CHE","DEF","CRY","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"B.Badiashile","CHE","DEF","CRY","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Chalobah","CHE","DEF","CRY","H",90,6,0,9,0,0,0,0,1,0,0,"0.09","0.03"
1,"Colwill","CHE","DEF","CRY","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Cucurella","CHE","DEF","CRY","H",90,8,2,4,0,0,0,0,1,0,0,"0.11","0.10"
1,"Fofana","CHE","DEF","CRY","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Gusto","CHE","DEF","CRY","H",11,1,0,0,0,0,0,0,0,0,0,"0.02","0.00"
1,"Hato","CHE","DEF","CRY","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"James","CHE","DEF","CRY","H",78,5,0,7,0,0,1,0,1,0,0,"0.00","0.19"
1,"Mamadou Sarr","CHE","DEF","CRY","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Tosin","CHE","DEF","CRY","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Delap","CHE","FWD","CRY","H",17,1,0,2,0,0,0,0,0,0,0,"0.05","0.01"
1,"João Pedro","CHE","FWD","CRY","H",72,2,0,1,0,0,0,0,1,0,0,"0.28","0.02"
1,"N.Jackson","CHE","FWD","CRY","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Jörgensen","CHE","GK","CRY","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Penders","CHE","GK","CRY","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Slonina","CHE","GK","CRY","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Sánchez","CHE","GK","CRY","H",90,8,1,0,0,0,0,0,1,0,4,"0.00","0.00"
1,"Andrey Santos","CHE","MID","CRY","H",11,1,0,0,0,0,0,0,0,0,0,"0.31","0.00"
1,"Caicedo","CHE","MID","CRY","H",90,5,0,12,0,0,0,0,1,0,0,"0.04","0.04"
1,"Dário Essugo","CHE","MID","CRY","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Enzo","CHE","MID","CRY","H",78,3,0,0,0,0,0,0,1,0,0,"0.00","0.10"
1,"Estêvão","CHE","MID","CRY","H",36,0,0,3,0,0,1,0,0,0,0,"0.34","0.37"
1,"Gittens","CHE","MID","CRY","H",53,1,0,3,0,0,0,0,0,0,0,"0.07","0.07"
1,"Lavia","CHE","MID","CRY","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Mudryk","CHE","MID","CRY","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Nkunku","CHE","MID","CRY","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Paez","CHE","MID","CRY","H",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Palmer","CHE","MID","CRY","H",90,3,0,5,0,0,0,0,1,0,0,"0.17","0.03"
1,"Pedro Neto","CHE","MID","CRY","H",90,3,0,6,0,0,0,0,1,0,0,"0.03","0.36"
1,"Chadi Riad","CRY","DEF","CHE","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Clyne","CRY","DEF","CHE","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Holding","CRY","DEF","CHE","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Kporha","CRY","DEF","CHE","A",0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00"
1,"Lacroix","CRY","DEF","CHE","A",90,8,0,16,0,0,0,0,1,0,0,"0.00","0.00"
1,"Mitchell","CRY","DEF","CHE","A",90,9,1,11,0,0,0,0,1,0,0,"0.00","0.00"
